taxels_left_up,taxels_left_down,taxels_right_up,taxels_right_down,taxels_up_left,taxels_up_right,taxels_down_left,taxels_down_right,taxels_left_pressure,taxels_right_pressure,taxels_up_pressure,taxels_down_pressure
13433,14411,13769,15095,13342,16367,9825,53521,52579,11705,58763,45983
13421,14384,13774,15042,13353,16352,9804,53440,52520,11698,58749,45894
13424,14393,13757,15032,13326,16383,9811,53429,52530,11730,58747,45910
13405,14391,13773,15056,13360,16326,9838,53473,52547,11699,58755,45927
13433,14408,13781,15045,13356,16341,9853,53486,52601,11705,58752,45965
13426,14401,13787,15052,13359,16335,9871,53471,52578,11720,58724,46018
13427,14421,13794,15077,13365,16367,9873,53557,52653,11728,58786,46089
13414,14399,13787,15000,13331,16367,9808,53450,52501,11729,58737,45931
13411,14368,13772,15049,13350,16344,9812,53482,52454,11702,58737,45938
13416,14377,13778,15041,13348,16308,9816,53434,52498,11682,58675,45869
13430,14409,13765,15075,13356,16353,9836,53454,52568,11701,58765,45978
13419,14433,13754,15053,13351,16332,9854,53450,52622,11714,58721,45982
13420,14391,13776,15033,13329,16362,9822,53473,52542,11721,58737,45920
13405,14350,13758,15027,13340,16381,9814,53428,52475,11704,58717,45915
13400,14391,13753,15037,13343,16321,9801,53436,52441,11685,58660,45881
13419,14382,13758,15020,13352,16392,9809,53419,52496,11692,58772,45924
13413,14430,13780,15088,13339,16377,9826,53509,52557,11694,58804,45944
13433,14395,13782,15061,13360,16350,9836,53495,52551,11696,58763,45968
13407,14392,13763,15051,13351,16385,9854,53513,52523,11710,58746,45943
13407,14423,13754,15038,13327,16395,9826,53458,52519,11700,58743,45921
13412,14400,13798,15073,13353,16370,9842,53559,52520,11696,58767,45994
13405,14400,13780,15077,13321,16351,9809,53488,52482,11700,58720,45971
13412,14365,13777,15081,13339,16335,9832,53492,52505,11707,58669,45989
13418,14418,13773,15150,13374,16395,9853,53603,52582,11670,58866,45977
13415,14417,13765,15071,13351,16385,9838,53492,52586,11704,58776,45942
13409,14389,13793,15052,13352,16366,9816,53515,52511,11694,58752,45923
13423,14374,13789,15080,13341,16386,9800,53563,52472,11683,58772,45901
13402,14373,13801,15084,13348,16346,9819,53563,52509,11682,58755,45942
13411,14414,13780,15122,13375,16360,9839,53607,52578,11705,58772,46009
13417,14410,13776,15064,13345,16369,9849,53521,52576,11686,58779,45919
13423,14395,13792,15065,13361,16382,9857,53576,52568,11687,58805,45965
13405,14389,13764,15073,13361,16420,9831,53547,52513,11682,58847,45920
13401,14413,13750,15055,13365,16444,9828,53577,52494,11691,58840,45899
13384,14406,13768,15079,13351,16343,9812,53524,52430,11677,58719,45918
13421,14396,13787,15102,13355,16392,9916,53578,52609,11685,58829,46050
13421,14420,13779,15127,13353,16344,9870,53558,52584,11671,58758,45961
13401,14432,13792,15092,13369,16324,9864,53523,52572,11682,58763,45996
13400,14373,13756,15082,13349,16336,9832,53491,52458,11671,58716,45918
13403,14426,13787,15076,13367,16323,9865,53526,52525,11625,58734,45914
13416,14437,13787,15038,13379,16321,9914,53463,52599,11635,58766,45994
13432,14452,13800,15047,13378,16330,9928,53431,52692,11619,58770,45993
13392,14466,13752,15087,13401,16256,9921,53417,52613,11601,58736,45956
13412,14455,13758,15090,13407,16313,10009,53471,52693,11572,58791,46014
13399,14422,13751,15070,13462,16249,9919,53427,52571,11548,58729,45869
13403,14433,13751,15052,13507,16217,9928,53403,52582,11539,58742,45879
13390,14411,13752,15024,13524,16210,9962,53418,52580,11536,58735,45884
13417,14463,13753,15070,13538,16214,10013,53475,52705,11539,58800,45973
13425,14426,13739,15042,13560,16251,10021,53459,52704,11531,58850,45942
13371,14411,13726,15107,13555,16201,10006,53524,52583,11521,58774,45893
13402,14422,13739,15091,13529,16196,10020,53500,52640,11523,58750,45970
13394,14406,13742,15069,13564,16233,10006,53515,52663,11530,58790,45948
13392,14416,13730,15122,13542,16218,10020,53542,52644,11529,58813,45944
13398,14422,13723,15032,13573,16202,10016,53427,52682,11535,58752,45943
13376,14426,13710,15056,13564,16208,10031,53439,52662,11512,58771,45901
13400,14420,13714,15074,13567,16176,10060,53439,52700,11518,58732,45983
13385,14430,13723,15051,13555,16234,10043,53468,52679,11516,58806,45926
13387,14424,13718,15054,13604,16197,10050,53469,52721,11511,58794,45982
13372,14417,13710,15019,13575,16167,10054,53387,52684,11514,58733,45890
13386,14510,13701,15032,13598,16197,10069,53376,52828,11515,58800,45939
13380,14427,13717,15062,13597,16198,10062,53446,52716,11512,58760,46004
13381,14442,13728,15054,13580,16209,10084,53437,52796,11512,58771,45998
13369,14436,13734,15053,13577,16223,10088,53469,52709,11504,58789,45984
13382,14404,13703,15026,13575,16147,10107,53391,52681,11503,58695,45969
13371,14408,13702,15032,13576,16222,10084,53418,52694,11494,58786,45932
13388,14417,13699,15013,13573,16207,10107,53398,52744,11509,58769,46013
13373,14429,13719,15035,13577,16203,10124,53442,52728,11513,58779,46007
13379,14434,13726,15058,13589,16208,10100,53453,52736,11488,58791,45967
13380,14409,13707,15027,13594,16224,10101,53394,52732,11517,58831,45966
13380,14422,13711,15069,13572,16176,10087,53453,52685,11513,58750,45972
13384,14413,13726,15039,13575,16221,10082,53422,52745,11510,58768,45991
13384,14465,13694,15047,13599,16249,10109,53431,52820,11518,58833,45998
13393,14441,13705,15015,13580,16232,10089,53387,52767,11516,58795,45981
13407,14456,13704,15022,13596,16225,10129,53415,52846,11527,58827,46025
13383,14414,13714,15080,13600,16157,10030,53424,52684,11492,58801,45861
13361,14456,13728,15039,13600,16189,10071,53436,52761,11543,58767,45997
13385,14416,13713,15034,13601,16202,10052,53398,52759,11520,58807,45938
13380,14469,13740,15083,13601,16195,10073,53464,52788,11514,58819,46002
13394,14456,13733,15079,13586,16189,10074,53490,52792,11538,58763,46014
13387,14463,13728,15093,13641,16215,10094,53500,52882,11539,58904,46050
13385,14432,13728,15101,13628,16188,10061,53504,52797,11533,58811,46007
13388,14438,13749,15057,13583,16234,10032,53492,52722,11524,58823,45960
13392,14440,13736,15064,13584,16213,10013,53427,52766,11544,58822,45944
13413,14461,13735,15088,13559,16258,9981,53464,52771,11534,58910,45950
13436,14426,13756,15033,13500,16239,9971,53383,52719,11549,58805,45938
13430,14451,13739,15093,13416,16262,9969,53443,52654,11542,58768,45883
13402,14396,13765,15030,13382,16337,9950,53422,52556,11553,58753,45910
13404,14448,13785,15109,13367,16376,9921,53530,52571,11557,58819,45925
13409,14419,13774,15084,13367,16373,9924,53488,52570,11589,58793,45926
13410,14419,13776,15086,13374,16338,9862,53486,52544,11583,58776,45894
13419,14436,13778,15074,13350,16316,9898,53467,52561,11586,58724,45905
13413,14410,13790,15037,13351,16350,9897,53436,52525,11565,58758,45899
13406,14399,13752,15076,13362,16322,9918,53445,52497,11543,58702,45879
13405,14430,13772,15099,13382,16351,9903,53509,52529,11560,58781,45893
13401,14428,13756,15088,13351,16366,9899,53499,52533,11590,58758,45889
13389,14451,13777,15047,13383,16372,9927,53471,52583,11581,58805,45922
13417,14403,13780,15105,13366,16362,9919,53529,52567,11603,58749,45960
13409,14432,13745,15113,13360,16346,9897,53496,52521,11577,58753,45886
13423,14395,13770,15102,13347,16325,9891,53501,52484,11568,58706,45894
13401,14394,13787,15134,13376,16348,9895,53565,52489,11579,58815,45928
13400,14397,13750,15072,13349,16328,9896,53446,52501,11580,58667,45905
13392,14397,13768,15061,13351,16385,9889,53475,52507,11588,58763,45877
13411,14391,13768,15024,13349,16332,9894,53381,52525,11581,58696,45901
13401,14408,13774,15059,13346,16351,9844,53467,52501,11592,58727,45863
13412,14414,13789,15108,13346,16379,9832,53533,52511,11605,58823,45838
13395,14417,13751,15043,13349,16385,9858,53413,52498,11607,58796,45852
13399,14399,13768,15085,13359,16342,9865,53498,52492,11601,58751,45862
13419,14439,13773,15064,13353,16386,9854,53442,52584,11609,58800,45907
13408,14406,13757,15091,13359,16345,9868,53476,52535,11615,58756,45908
13422,14426,13774,15083,13363,16420,9862,53493,52560,11598,58862,45887
13400,14426,13754,15120,13359,16399,9876,53576,52510,11623,58839,45971
13390,14445,13757,15091,13363,16410,9869,53535,52536,11602,58830,45898
13397,14415,13749,15086,13362,16374,9893,53458,52503,11599,58756,45918
13398,14423,13772,15112,13357,16387,9902,53519,52595,11629,58792,45977
13420,14406,13783,15072,13357,16368,9926,53496,52598,11634,58788,46013
13405,14424,13751,15095,13360,16346,9911,53501,52571,11608,58744,45919
13392,14384,13762,15042,13351,16392,9859,53430,52488,11611,58783,45854
13385,14396,13760,15095,13365,16346,9873,53494,52499,11645,58739,45940
13411,14418,13762,15047,13351,16354,9900,53445,52564,11616,58736,45937
13406,14461,13753,15133,13365,16370,9938,53609,52611,11623,58806,46020
13419,14438,13771,15056,13386,16382,9923,53488,52630,11602,58801,45938
13426,14443,13779,15108,13355,16338,9926,53544,52631,11629,58768,46053
13399,14426,13771,15083,13377,16322,9887,53464,52540,11586,58732,45901
13397,14451,13778,15108,13388,16362,9935,53546,52624,11616,58805,46003
13398,14435,13766,15088,13384,16329,9917,53453,52587,11586,58746,45918
13409,14443,13765,15119,13388,16348,9927,53530,52593,11605,58815,45985
13419,14476,13752,15096,13407,16332,9969,53491,52694,11586,58815,46014
13427,14453,13759,15167,13402,16291,9964,53546,52652,11578,58806,45988
13415,14411,13745,15144,13413,16281,9944,53480,52583,11554,58781,45948
13419,14455,13758,15107,13443,16292,9966,53497,52641,11546,58815,45949
13413,14461,13745,15056,13458,16257,9936,53401,52660,11584,58790,45924
13423,14521,13762,15105,13500,16282,10016,53529,52791,11561,58885,46041
13411,14453,13755,15051,13544,16234,10005,53431,52712,11549,58816,45999
13412,14457,13745,15090,13603,16241,10000,53543,52764,11558,58930,45966
13413,14435,13744,15089,13574,16221,10009,53512,52716,11539,58890,45972
13411,14452,13758,15074,13633,16222,10003,53526,52769,11546,58865,46002
13394,14416,13731,15049,13571,16212,10004,53478,52672,11542,58796,45922
13417,14444,13763,15067,13590,16214,10008,53512,52750,11542,58839,46004
13410,14464,13736,15052,13615,16208,10018,53465,52813,11555,58857,45978
13392,14441,13748,15049,13600,16237,10008,53511,52731,11542,58836,45949
13405,14452,13747,15089,13588,16238,9982,53512,52731,11538,58870,45938
13382,14421,13745,15075,13582,16211,9957,53474,52640,11532,58793,45903
13397,14412,13729,15020,13594,16224,9975,53386,52679,11536,58815,45908
13392,14450,13731,15094,13609,16213,10009,53507,52770,11549,58811,45970
13389,14430,13704,15077,13569,16224,9971,53427,52706,11524,58771,45899
13377,14457,13726,15028,13578,16204,9998,53391,52724,11512,58819,45886
13394,14440,13742,15098,13575,16167,10006,53469,52698,11534,58772,45957
13371,14415,13724,15061,13585,16217,9994,53457,52683,11551,58794,45933
13390,14404,13725,15049,13615,16162,9977,53416,52645,11522,58759,45897
13393,14461,13712,15073,13574,16190,10002,53450,52739,11534,58773,45931
13379,14443,13714,15090,13603,16210,10021,53456,52749,11509,58810,45895
13395,14427,13704,15087,13598,16188,10035,53431,52744,11535,58800,45966
13401,14413,13709,15046,13564,16204,10056,53418,52705,11517,58789,45910
13383,14425,13734,15047,13585,16218,10039,53485,52705,11537,58816,45954
13382,14424,13719,15084,13586,16185,10036,53466,52687,11512,58778,45956
13386,14435,13728,15078,13592,16244,10082,53471,52752,11506,58879,45990
13416,14439,13707,15109,13609,16213,10062,53475,52828,11522,58856,45972
13393,14431,13732,15079,13600,16197,10036,53476,52762,11524,58794,46001
13384,14441,13730,15026,13611,16197,10027,53407,52731,11522,58806,45926
13388,14409,13736,15076,13609,16225,10051,53458,52728,11522,58833,45956
13392,14435,13726,15021,13584,16203,10058,53410,52760,11533,58742,45996
13403,14433,13731,15092,13579,16227,10077,53475,52768,11522,58822,46015
13402,14449,13731,15045,13611,16206,10067,53418,52797,11511,58861,46007
13408,14440,13719,15075,13615,16226,10069,53469,52838,11537,58841,46021
13396,14437,13720,15044,13595,16189,10075,53461,52784,11538,58797,46021
13396,14439,13745,15156,13646,16209,10137,53574,52896,11522,58937,46071
13408,14436,13769,15087,13625,16221,10065,53507,52842,11527,58861,46064
13389,14473,13743,15122,13632,16237,10101,53535,52879,11520,58935,46055
13407,14447,13740,15089,13628,16184,10090,53506,52855,11531,58871,46024
13412,14487,13749,15099,13629,16228,10148,53545,52923,11531,58888,46136
13402,14441,13758,15121,13655,16231,10073,53566,52873,11520,58946,46040
13406,14462,13749,15063,13636,16233,10089,53475,52900,11519,58890,46033
13408,14461,13738,15128,13659,16197,10079,53523,52897,11544,58927,46068
13403,14467,13751,15097,13632,16222,10100,53504,52913,11527,58907,46075
13400,14455,13741,15114,13635,16237,10112,53506,52929,11520,58922,46085
13413,14476,13746,15079,13676,16258,10099,53479,52988,11533,58961,46121
13412,14440,13744,15069,13618,16243,10100,53514,52877,11531,58906,46041
13407,14477,13751,15042,13637,16245,10077,53488,52887,11538,58953,46047
13396,14436,13751,15049,13598,16209,10038,53469,52753,11529,58846,45952
13426,14453,13781,15167,13572,16220,10050,53626,52820,11536,58870,46075
13417,14469,13745,15057,13587,16233,9999,53410,52826,11540,58855,45956
13399,14460,13776,15123,13535,16225,9997,53534,52742,11550,58815,46025
13410,14433,13763,15070,13494,16260,9960,53412,52676,11543,58807,45930
13436,14466,13780,15137,13447,16283,9956,53529,52695,11549,58837,45982
13417,14430,13764,15115,13427,16297,9962,53489,52596,11550,58804,45962
13407,14457,13785,15127,13379,16352,9979,53583,52654,11558,58829,45997
13403,14442,13778,15126,13383,16396,9952,53548,52626,11572,58823,45978
13435,14468,13790,15148,13389,16439,9938,53607,52727,11614,58932,46026
13413,14444,13781,15083,13378,16364,9934,53510,52614,11603,58843,45973
13432,14462,13789,15128,13379,16411,9944,53622,52658,11583,58915,46008
13412,14441,13786,15123,13381,16394,9917,53596,52612,11608,58886,45979
13442,14451,13824,15104,13371,16391,9941,53616,52691,11627,58884,46039
13463,14447,13770,15109,13393,16409,9932,53574,52722,11623,58919,46031
13443,14450,13814,15156,13378,16391,9957,53653,52707,11646,58908,46100
13426,14430,13799,15126,13358,16422,9895,53646,52610,11659,58856,46006
13428,14409,13789,15120,13367,16380,9892,53611,52542,11661,58829,46047
13437,14447,13780,15166,13360,16409,9872,53661,52611,11674,58902,46007
13448,14444,13785,15125,13363,16406,9917,53590,52691,11655,58879,46038
13432,14425,13784,15109,13375,16425,9912,53610,52630,11672,58904,46051
13429,14424,13813,15080,13365,16424,9901,53609,52612,11655,58875,46049
13414,14448,13787,15034,13354,16401,9888,53520,52608,11664,58819,45995
13424,14436,13773,15073,13355,16414,9859,53535,52573,11655,58873,45920
13416,14423,13791,15090,13350,16398,9883,53546,52572,11655,58838,45969
13420,14464,13770,15079,13357,16401,9906,53530,52664,11665,58813,46004
13402,14428,13773,15134,13360,16330,9884,53587,52565,11652,58769,45977
13422,14433,13795,15157,13373,16377,9863,53628,52571,11644,58863,45968
13409,14399,13780,15071,13339,16373,9852,53491,52521,11641,58736,45902
13406,14397,13770,15137,13361,16399,9854,53597,52494,11643,58836,45933
13425,14414,13788,15070,13328,16360,9870,53496,52557,11647,58720,45966
13427,14428,13786,15105,13372,16385,9837,53521,52597,11654,58873,45947
13411,14386,13770,15077,13351,16374,9873,53512,52560,11661,58781,45947
13408,14413,13807,15126,13344,16400,9868,53593,52562,11635,58796,45969
13395,14401,13786,15007,13347,16369,9857,53471,52507,11643,58756,45885
13393,14424,13751,15118,13335,16362,9836,53527,52504,11638,58735,45915
13405,14433,13750,15087,13372,16388,9834,53494,52548,11646,58827,45875
13406,14404,13768,15127,13372,16358,9894,53580,52552,11650,58790,45956
13424,14389,13779,15107,13345,16377,9875,53516,52567,11637,58764,45937
13420,14439,13760,15064,13356,16354,9879,53508,52582,11647,58738,45942
13404,14409,13767,15109,13344,16367,9838,53508,52474,11621,58762,45852
13405,14385,13764,15114,13337,16361,9892,53535,52504,11631,58749,45981
13389,14409,13769,15085,13349,16372,9871,53513,52531,11633,58765,45918
13402,14409,13764,15107,13350,16382,9890,53562,52561,11652,58780,45950
13400,14411,13766,15127,13374,16365,9861,53560,52544,11655,58775,45927
13405,14396,13765,15133,13361,16349,9860,53530,52522,11644,58788,45926
13402,14397,13779,15053,13345,16398,9852,53498,52521,11634,58844,45868
13401,14404,13797,15097,13352,16381,9855,53541,52515,11624,58799,45884
13413,14425,13773,15173,13367,16341,9888,53606,52536,11622,58813,45976
13402,14414,13793,15082,13353,16337,9884,53508,52562,11619,58762,45935
13413,14424,13778,15054,13351,16352,9891,53478,52548,11604,58784,45907
13407,14444,13764,15100,13343,16334,9891,53488,52567,11589,58751,45865
13400,14387,13782,15076,13379,16355,9905,53528,52501,11590,58779,45898
13395,14409,13792,15128,13337,16348,9838,53536,52452,11596,58807,45868
13392,14428,13759,15104,13349,16344,9882,53487,52517,11587,58761,45840
13397,14404,13774,15058,13360,16337,9915,53462,52538,11594,58696,45977
13417,14459,13756,15085,13380,16367,9915,53470,52630,11566,58807,45920
13420,14449,13747,15055,13369,16336,9942,53431,52606,11561,58752,45926
13416,14417,13780,15042,13375,16328,9961,53436,52580,11548,58758,45943
13406,14413,13798,15090,13396,16298,9949,53502,52544,11539,58758,45958
13405,14421,13766,15043,13380,16319,9968,53423,52592,11550,58746,45938
13439,14396,13758,15063,13441,16235,9932,53420,52574,11546,58726,45912
13409,14415,13725,15020,13469,16197,9937,53342,52539,11542,58742,45862
13408,14409,13746,15001,13500,16225,9939,53382,52553,11540,58712,45920
13396,14403,13729,15104,13527,16206,9915,53437,52529,11524,58757,45838
13415,14421,13765,15082,13528,16223,9923,53463,52564,11529,58820,45854
13410,14434,13728,15099,13530,16191,9922,53482,52594,11555,58738,45913
13414,14401,13734,15016,13532,16230,9944,53403,52600,11543,58765,45866
13429,14398,13718,15066,13525,16209,9936,53401,52579,11533,58758,45847
13394,14424,13731,15052,13545,16223,9913,53406,52580,11546,58777,45863
13375,14422,13709,15030,13561,16198,9911,53354,52573,11542,58724,45819
13407,14405,13761,15063,13536,16210,9926,53450,52549,11529,58795,45859
13392,14369,13737,15053,13541,16228,9913,53387,52498,11509,58768,45801
13400,14391,13729,15076,13539,16194,9932,53421,52551,11534,58710,45881
13368,14394,13724,15093,13542,16198,9917,53438,52515,11558,58733,45857
13394,14415,13709,15034,13549,16212,9937,53369,52599,11545,58739,45841
13396,14406,13732,15044,13558,16191,9915,53393,52557,11521,58751,45803
13389,14430,13740,15076,13581,16206,9937,53459,52612,11540,58803,45861
13383,14386,13755,14992,13567,16206,9921,53365,52564,11540,58757,45834
13392,14441,13733,15035,13543,16201,9932,53380,52640,11532,58761,45809
13385,14400,13738,14982,13553,16219,9917,53356,52578,11538,58742,45816
13395,14418,13721,15028,13565,16231,9920,53358,52613,11506,58782,45823
13383,14395,13719,15028,13545,16223,9944,53370,52593,11517,58732,45845
13376,14395,13745,15035,13592,16222,9954,53433,52627,11537,58827,45822
13380,14415,13720,14997,13564,16232,9953,53421,52602,11528,58768,45828
13391,14412,13758,15045,13605,16223,9975,53444,52715,11532,58833,45884
13394,14418,13726,15011,13596,16203,9953,53416,52663,11549,58790,45893
13408,14401,13731,15012,13597,16215,9958,53393,52679,11528,58812,45876
13395,14411,13724,15034,13578,16205,9996,53408,52669,11529,58775,45885
13380,14396,13723,15063,13542,16183,9971,53429,52572,11530,58729,45869
13389,14406,13726,15028,13590,16215,9995,53428,52688,11524,58754,45923
13393,14431,13733,15080,13575,16209,10003,53471,52681,11518,58803,45948
13420,14433,13730,15041,13615,16184,10023,53446,52725,11527,58819,45948
13399,14451,13748,15075,13582,16197,10059,53530,52724,11531,58787,46015
13384,14398,13718,15047,13578,16178,9998,53440,52629,11520,58757,45899
13380,14427,13743,15062,13588,16204,10043,53506,52690,11521,58833,45947
13411,14425,13730,15061,13591,16224,9997,53445,52725,11528,58805,45935
13398,14442,13736,15073,13601,16208,10022,53470,52749,11517,58826,45962
13398,14425,13734,15038,13591,16206,10052,53460,52707,11516,58803,45965
13395,14427,13750,15114,13626,16227,10056,53553,52761,11518,58883,46000
13409,14403,13738,15081,13612,16250,10022,53526,52696,11522,58901,45960
13389,14452,13711,15091,13610,16194,10000,53477,52748,11526,58832,45948
13387,14456,13739,15100,13614,16208,10019,53526,52717,11543,58834,45942
13406,14446,13772,15046,13608,16220,10054,53511,52786,11537,58839,46004
13412,14439,13722,15051,13645,16213,10030,53476,52828,11540,58877,46034
13381,14470,13746,15080,13607,16223,10072,53541,52812,11540,58885,46047
13401,14431,13731,15070,13628,16213,10095,53500,52780,11520,58874,46024
13404,14454,13726,15062,13601,16256,10079,53494,52793,11525,58887,46019
13409,14420,13740,15090,13597,16204,10166,53534,52834,11537,58806,46137
13396,14444,13748,15093,13612,16222,10117,53591,52822,11549,58856,46086
13406,14431,13719,15068,13611,16218,10118,53505,52795,11513,58838,46051
13416,14435,13734,15070,13616,16215,10124,53528,52811,11533,58832,46099
13394,14449,13727,15077,13619,16224,10092,53556,52806,11540,58889,46028
13416,14416,13721,15036,13581,16213,10140,53489,52717,11514,58770,46039
13382,14405,13734,15018,13600,16214,10131,53488,52689,11527,58786,46038
13405,14452,13738,15084,13648,16245,10134,53558,52854,11536,58881,46149
13401,14460,13730,15102,13582,16227,10099,53565,52774,11530,58846,46047
13405,14489,13737,15121,13594,16195,10096,53593,52798,11559,58876,46098
13406,14455,13738,15083,13548,16228,10047,53489,52730,11539,58824,46026
13398,14476,13732,15081,13539,16213,9985,53469,52716,11546,58791,45929
13410,14440,13742,15108,13461,16205,9934,53473,52584,11553,58763,45911
13423,14470,13775,15138,13437,16276,9955,53548,52670,11572,58814,45981
13400,14441,13757,15136,13384,16326,9927,53548,52612,11602,58796,45976
13411,14449,13765,15049,13365,16349,9872,53462,52629,11675,58786,45964
13399,14443,13763,15079,13360,16393,9865,53543,52592,11689,58823,46007
13425,14419,13785,15064,13382,16341,9881,53513,52597,11744,58795,46065
13411,14463,13757,15063,13369,16365,9845,53465,52613,11700,58832,45981
13433,14440,13802,15118,13375,16380,9887,53603,52666,11757,58848,46112
13435,14406,13775,15073,13349,16383,9865,53487,52665,11736,58787,46051
13414,14448,13778,15102,13389,16388,9857,53536,52634,11707,58845,46040
13403,14411,13779,15085,13361,16330,9849,53478,52510,11698,58731,45989
13405,14386,13786,15096,13379,16391,9831,53558,52528,11721,58858,45983
13399,14395,13765,15115,13364,16361,9821,53516,52513,11712,58798,45913
13407,14434,13759,15159,13358,16409,9850,53609,52578,11718,58831,46006
13406,14435,13746,15105,13376,16373,9888,53508,52622,11737,58829,46045
13407,14438,13777,15117,13383,16405,9865,53564,52626,11710,58880,45991
13413,14389,13751,15061,13368,16353,9828,53497,52506,11697,58768,45910
13391,14398,13795,15143,13344,16390,9798,53592,52473,11729,58832,45995
13404,14415,13766,15092,13369,16402,9822,53538,52542,11690,58822,45935
