taxels_left_up,taxels_left_down,taxels_right_up,taxels_right_down,taxels_up_left,taxels_up_right,taxels_down_left,taxels_down_right,taxels_left_pressure,taxels_right_pressure,taxels_up_pressure,taxels_down_pressure
13536,14574,13991,15201,13498,16332,10169,54011,53144,11645,59084,46644
13511,14580,13955,15196,13535,16327,10165,53937,53113,11631,59106,46593
13503,14557,13974,15188,13509,16325,10172,54011,53078,11665,59072,46649
13542,14581,13981,15247,13525,16363,10133,54054,53121,11639,59173,46613
13538,14531,13974,15215,13506,16333,10159,53979,53070,11642,59086,46632
13547,14581,13976,15245,13520,16402,10145,54055,53168,11663,59170,46657
13562,14582,13972,15225,13529,16331,10213,54013,53265,11654,59120,46709
13524,14532,13973,15258,13524,16366,10167,54085,53117,11639,59116,46646
13493,14568,13957,15205,13495,16360,10112,53951,53056,11634,59081,46566
13507,14528,13963,15221,13511,16331,10089,53974,52986,11636,59069,46541
13528,14556,13988,15181,13508,16330,10141,53987,53072,11640,59085,46595
13535,14549,14002,15224,13541,16361,10183,54077,53175,11657,59173,46680
13530,14536,13959,15258,13550,16332,10148,54018,53107,11624,59160,46617
13550,14561,13974,15289,13536,16349,10160,54107,53162,11652,59163,46683
13502,14599,13989,15288,13508,16368,10130,54109,53109,11642,59142,46663
13542,14592,13957,15279,13519,16328,10142,54054,53129,11648,59151,46646
13524,14555,13955,15223,13526,16325,10110,53997,53051,11630,59107,46565
13567,14558,13987,15304,13510,16340,10136,54093,53159,11629,59174,46654
13516,14557,13968,15195,13514,16319,10168,53952,53102,11647,59050,46653
13531,14546,13962,15241,13536,16318,10133,54025,53131,11643,59110,46632
13525,14548,13967,15293,13501,16325,10122,54048,53081,11640,59086,46597
13518,14573,13959,15247,13546,16366,10126,54039,53099,11645,59178,46616
13548,14566,13965,15212,13515,16307,10155,54012,53123,11647,59059,46663
13543,14584,13954,15283,13530,16358,10189,54073,53200,11663,59169,46728
13514,14578,13947,15261,13512,16353,10157,54032,53130,11653,59123,46686
13557,14642,13947,15292,13524,16328,10162,54079,53215,11647,59172,46696
13526,14569,13947,15241,13525,16336,10154,54005,53137,11661,59098,46669
13537,14582,13944,15238,13553,16336,10157,54032,53174,11662,59160,46651
13533,14557,13942,15219,13527,16323,10130,53969,53073,11643,59081,46616
13534,14625,13958,15303,13539,16342,10171,54126,53234,11674,59201,46738
13544,14619,13946,15194,13515,16360,10141,53980,53171,11667,59157,46626
13532,14628,13956,15262,13530,16332,10162,54078,53200,11667,59187,46715
13532,14555,13955,15230,13525,16323,10163,53990,53113,11646,59144,46663
13552,14595,13929,15269,13520,16335,10132,54013,53143,11651,59108,46630
13537,14535,13932,15229,13494,16318,10138,53957,53069,11663,59040,46643
13520,14574,13935,15181,13512,16321,10168,53936,53123,11662,59078,46650
13528,14567,13919,15208,13519,16297,10120,53922,53091,11661,59063,46610
13516,14594,13915,15237,13525,16307,10138,53953,53139,11654,59071,46624
13527,14553,13954,15216,13512,16332,10143,54023,53090,11678,59078,46648
13527,14525,13933,15198,13500,16338,10136,53953,53046,11681,59087,46629
13550,14531,13919,15247,13506,16296,10151,53991,53068,11656,59031,46661
13522,14607,13938,15267,13528,16310,10155,54036,53164,11682,59083,46720
13507,14561,13926,15276,13525,16344,10172,54094,53115,11685,59109,46701
13532,14573,13940,15255,13506,16354,10186,54067,53135,11678,59108,46734
13518,14543,13936,15247,13518,16341,10138,54014,53080,11656,59095,46661
13509,14551,13955,15266,13522,16354,10125,54096,53056,11673,59111,46686
13502,14527,13947,15226,13510,16323,10146,53994,53027,11667,59087,46626
13548,14568,13957,15259,13513,16341,10184,54068,53152,11665,59142,46702
13523,14564,13958,15219,13514,16289,10179,54005,53110,11666,59062,46698
13550,14576,13960,15285,13514,16320,10212,54140,53160,11673,59150,46768
13518,14583,13937,15242,13503,16325,10149,54028,53075,11663,59078,46650
13562,14569,13947,15255,13512,16312,10180,54050,53118,11650,59111,46675
13548,14543,13963,15216,13513,16332,10185,54058,53112,11664,59118,46679
13523,14572,13974,15261,13541,16327,10177,54115,53131,11663,59135,46739
13550,14581,13971,15200,13528,16316,10158,54030,53156,11692,59099,46706
13530,14554,13922,15249,13506,16339,10160,54010,53079,11662,59078,46687
13505,14619,13921,15263,13521,16287,10119,53991,53108,11658,59095,46617
13513,14594,13935,15223,13504,16327,10155,54020,53103,11681,59061,46680
13524,14569,13919,15228,13513,16355,10146,54000,53108,11664,59082,46669
13502,14558,13951,15257,13549,16308,10160,54076,53097,11696,59072,46712
13550,14594,13933,15270,13512,16358,10142,54055,53209,11688,59166,46690
13539,14579,13941,15260,13528,16318,10150,54032,53167,11689,59120,46699
13509,14548,13928,15253,13524,16324,10138,54037,53060,11688,59093,46688
13528,14551,13934,15288,13532,16295,10131,54053,53093,11700,59078,46728
13508,14580,13941,15230,13530,16366,10163,54029,53126,11663,59141,46669
13509,14590,13929,15222,13532,16343,10162,54013,53110,11687,59157,46689
13548,14569,13935,15178,13508,16333,10173,53972,53162,11700,59081,46728
13531,14563,13941,15249,13535,16323,10169,54036,53160,11700,59128,46754
13518,14554,13928,15202,13519,16328,10150,53967,53076,11679,59114,46629
13514,14572,13928,15217,13503,16348,10168,54010,53078,11677,59099,46667
13545,14572,13932,15215,13512,16314,10172,54010,53133,11698,59081,46736
13535,14599,13895,15247,13500,16371,10159,54003,53199,11760,59106,46789
13550,14575,13914,15263,13542,16331,10172,54044,53178,11699,59162,46748
13530,14625,13940,15208,13521,16392,10156,53993,53210,11717,59204,46712
13538,14561,13889,15240,13502,16305,10179,53985,53139,11708,59056,46736
13523,14589,13924,15226,13516,16321,10155,53980,53143,11700,59092,46688
13535,14581,13909,15198,13525,16321,10133,53940,53129,11707,59146,46643
13539,14571,13905,15253,13547,16320,10191,54005,53212,11727,59093,46787
13544,14590,13926,15241,13504,16308,10184,54010,53138,11701,59102,46739
13553,14558,13906,15261,13511,16341,10202,54034,53154,11683,59107,46798
13511,14579,13902,15225,13543,16318,10119,53952,53079,11683,59106,46631
13523,14555,13914,15214,13529,16345,10148,53993,53054,11683,59138,46640
13543,14582,13932,15225,13527,16337,10150,53945,53181,11655,59175,46618
13530,14590,13876,15210,13522,16314,10180,53946,53142,11697,59078,46746
13546,14585,13917,15179,13530,16384,10170,53940,53218,11702,59180,46709
13537,14564,13934,15301,13522,16361,10232,54130,53162,11700,59151,46811
13544,14580,13932,15267,13536,16383,10146,54072,53163,11672,59221,46663
13554,14611,13928,15283,13531,16356,10163,54094,53200,11676,59182,46716
13504,14569,13897,15263,13539,16325,10133,54026,53077,11672,59122,46642
13540,14599,13933,15277,13531,16365,10195,54064,53233,11688,59227,46799
13544,14606,13948,15288,13517,16306,10169,54055,53196,11681,59151,46711
13526,14578,13928,15253,13526,16382,10180,54038,53178,11656,59220,46673
13523,14567,13963,15214,13532,16353,10141,54019,53117,11669,59197,46618
13508,14555,13972,15220,13498,16363,10136,54037,53075,11675,59090,46659
13517,14546,13946,15215,13512,16358,10179,53998,53108,11672,59139,46647
13539,14598,13957,15244,13519,16297,10136,54020,53145,11663,59123,46614
13522,14591,13934,15212,13526,16328,10141,53970,53134,11652,59130,46600
13523,14554,13964,15249,13533,16362,10135,54052,53193,11675,59164,46641
13529,14570,13958,15232,13535,16333,10168,54016,53109,11649,59132,46686
13515,14576,13957,15176,13514,16336,10156,53961,53102,11652,59115,46613
13518,14575,13947,15224,13533,16318,10139,53962,53093,11667,59106,46640
13504,14587,13955,15256,13557,16309,10145,54042,53126,11663,59116,46653
13540,14552,13974,15196,13513,16327,10182,53976,53126,11664,59095,46681
13534,14591,13980,15230,13550,16338,10157,54057,53174,11670,59193,46680
13529,14560,13961,15192,13506,16317,10128,53951,53088,11655,59082,46577
13530,14534,13978,15218,13508,16345,10165,54016,53095,11655,59096,46655
13519,14597,13983,15249,13526,16344,10145,54077,53167,11675,59152,46691
13534,14620,14000,15269,13543,16367,10187,54168,53205,11681,59174,46801
13543,14585,13996,15254,13548,16351,10193,54095,53251,11672,59189,46744
13523,14540,13986,15286,13536,16379,10157,54118,53126,11684,59216,46718
13547,14609,13976,15252,13531,16351,10192,54075,53204,11658,59194,46744
13524,14557,13969,15248,13521,16315,10157,54067,53071,11655,59084,46699
13545,14553,13968,15263,13514,16312,10156,54056,53113,11668,59112,46689
13555,14613,14008,15274,13538,16409,10173,54187,53223,11670,59277,46738
13505,14603,13982,15209,13523,16376,10162,54075,53158,11676,59123,46692
13563,14613,13990,15273,13562,16335,10188,54128,53252,11667,59236,46723
13517,14545,13958,15204,13523,16321,10239,54004,53148,11649,59069,46696
13509,14601,13972,15273,13522,16377,10164,54136,53145,11669,59176,46721
13518,14547,13961,15230,13517,16334,10143,53994,53081,11654,59113,46639
13548,14615,13951,15308,13528,16320,10186,54098,53243,11665,59135,46776
13544,14589,13955,15206,13523,16320,10156,53986,53149,11647,59085,46645
13567,14623,13972,15289,13535,16378,10201,54125,53254,11645,59222,46732
13528,14565,13946,15226,13520,16344,10169,54045,53125,11669,59103,46713
13547,14542,13986,15211,13541,16341,10195,54071,53173,11674,59162,46731
13522,14551,13978,15250,13522,16327,10142,54073,53085,11668,59087,46695
13539,14609,13985,15271,13528,16332,10193,54115,53184,11679,59158,46759
13529,14536,13944,15233,13497,16329,10181,53983,53076,11651,59100,46658
13532,14586,13937,15323,13527,16328,10151,54104,53164,11673,59119,46721
13514,14545,13963,15229,13524,16304,10131,54046,53028,11658,59072,46601
13517,14579,13993,15259,13539,16342,10160,54144,53097,11691,59155,46715
13526,14521,13990,15264,13515,16354,10169,54158,53071,11698,59153,46690
13512,14587,13995,15290,13530,16369,10207,54170,53165,11692,59205,46783
13546,14623,13984,15285,13531,16355,10186,54155,53221,11698,59221,46770
13540,14591,13987,15287,13517,16352,10223,54168,53177,11696,59164,46800
13529,14603,13960,15286,13532,16315,10150,54113,53116,11680,59164,46709
13527,14561,13992,15274,13538,16359,10177,54167,53140,11705,59178,46778
13543,14574,13981,15298,13522,16367,10178,54199,53156,11686,59172,46798
13554,14613,13989,15308,13537,16318,10179,54160,53202,11694,59195,46783
13537,14592,13965,15259,13519,16327,10185,54087,53196,11684,59100,46769
13521,14607,13968,15293,13543,16319,10183,54106,53183,11694,59130,46773
13551,14548,13973,15255,13514,16338,10148,54097,53106,11673,59146,46664
13528,14584,13976,15256,13533,16330,10186,54149,53103,11686,59132,46763
13538,14549,13970,15242,13505,16339,10209,54048,53102,11696,59127,46756
13539,14559,13964,15213,13543,16338,10161,54032,53129,11694,59110,46718
13533,14573,13973,15253,13531,16334,10232,54099,53171,11705,59161,46806
13530,14573,13963,15288,13520,16325,10179,54133,53121,11676,59126,46736
13541,14564,13980,15224,13541,16341,10159,54069,53124,11673,59172,46721
13546,14541,13974,15254,13503,16370,10176,54107,53097,11691,59148,46761
13537,14534,13957,15236,13533,16382,10158,54060,53125,11685,59215,46663
13554,14560,14003,15283,13535,16332,10197,54160,53181,11696,59182,46818
13553,14585,13996,15240,13538,16324,10192,54116,53186,11698,59137,46795
13536,14570,13981,15250,13538,16338,10156,54082,53134,11697,59151,46723
13534,14585,13958,15257,13539,16328,10175,54055,53174,11704,59154,46757
13524,14558,13982,15281,13507,16328,10184,54114,53155,11703,59107,46790
13519,14545,13947,15241,13526,16301,10161,54030,53041,11683,59062,46675
13550,14557,13969,15205,13538,16346,10181,54033,53191,11702,59175,46751
13549,14593,13977,15242,13520,16349,10140,54056,53188,11699,59176,46704
13517,14562,13999,15274,13521,16350,10185,54116,53135,11701,59170,46797
13526,14616,13952,15278,13522,16344,10169,54094,53137,11704,59150,46749
13521,14601,13990,15263,13548,16346,10156,54128,53161,11693,59196,46751
13548,14546,13957,15208,13522,16358,10169,54045,53130,11688,59140,46683
13517,14579,14009,15220,13534,16383,10174,54123,53184,11692,59182,46744
13541,14601,13983,15235,13539,16326,10196,54097,53195,11714,59150,46789
13552,14641,13952,15259,13554,16344,10168,54095,53256,11698,59237,46723
13523,14581,13974,15223,13540,16290,10181,54081,53121,11681,59098,46739
13531,14591,13983,15223,13515,16368,10189,54074,53187,11685,59167,46753
13546,14567,13984,15175,13531,16299,10188,53969,53144,11677,59121,46682
13564,14603,14002,15255,13524,16386,10189,54071,53261,11681,59221,46752
13587,14564,14002,15256,13516,16333,10172,54076,53209,11661,59150,46694
13539,14638,13984,15283,13546,16354,10194,54146,53256,11692,59209,46767
13528,14628,14000,15289,13520,16334,10217,54139,53183,11668,59189,46769
13551,14574,14015,15279,13528,16325,10151,54149,53145,11681,59167,46711
13518,14546,13978,15274,13517,16357,10155,54099,53103,11664,59182,46692
13536,14612,14001,15232,13522,16367,10148,54100,53199,11686,59202,46693
13537,14606,14000,15249,13531,16355,10133,54111,53178,11688,59173,46728
13519,14597,14003,15245,13538,16310,10144,54046,53180,11679,59114,46722
13525,14564,14030,15257,13532,16351,10159,54130,53138,11671,59140,46716
13546,14539,14007,15279,13525,16350,10129,54121,53115,11685,59176,46681
13553,14533,13999,15246,13528,16348,10158,54107,53122,11680,59175,46682
13556,14601,14019,15286,13521,16374,10156,54133,53241,11690,59224,46752
13568,14575,14009,15224,13552,16380,10196,54124,53274,11696,59228,46759
13536,14602,14006,15278,13544,16428,10167,54181,53233,11679,59268,46756
13514,14585,13989,15281,13548,16336,10148,54116,53130,11658,59202,46659
13566,14570,14047,15230,13523,16376,10169,54110,53176,11650,59199,46685
13547,14561,13984,15264,13522,16371,10142,54091,53157,11663,59212,46691
13550,14585,14005,15294,13540,16370,10157,54158,53195,11668,59175,46746
13539,14595,13986,15256,13526,16363,10153,54099,53202,11667,59172,46701
13566,14597,13996,15283,13552,16355,10180,54127,53269,11667,59217,46759
13547,14543,13956,15231,13517,16353,10169,54069,53129,11663,59166,46694
13529,14555,13986,15329,13540,16396,10183,54214,53144,11684,59229,46804
13546,14589,13941,15284,13543,16371,10161,54141,53171,11683,59225,46743
13560,14587,13939,15267,13563,16334,10130,54085,53202,11692,59211,46674
13578,14608,13954,15262,13555,16357,10202,54123,53268,11686,59218,46798
13574,14586,13975,15230,13555,16365,10199,54106,53247,11703,59210,46787
